content,sentiment
"@lovelyvillain1 eu pago os 8,90 todo mês e pra mim só esse ano foi uma economia de +400 reais pelos cupons e eu só peço pelo Ifood sábado/sexta a noite as vezes ainda, sla pra mim é algo que super compensa",2
fui felizona no ifood pedir um Donuts e eles não entregam aqui 🤡 o ranço em,0
Quero um ifood card para matar minha vontade de um MC Cheddar 🥹,2
"Sobre Uber e iFood
https://t.co/bTmuXPc9ZX",1
@zkxrtzjn Impressionante esse entregador de ifood ser titular,0
@gigibubble_ diferente de mim estou tão viciada em ifood que acabei de sonhar que eu tava comprando um docinho 😵‍💫,2
É mais barato pedir nau do que um churros no iFood,0
"""Eu to comendo só refeição planejada em casa""

A FATURA DO NUBANK TE OLHANDO CHEIO DE IFOOD: https://t.co/o9tbrwzk7F",1
sdds do meu card de 50 conto no ifood,2
"gente, vcs conhecem o ipsos say? um site que vc responde pesquisa, ganha pontos e esses pontos podem ser trocados por cards em lojas como o ifood, c&amp;a, netshoes e submarino

já ganhei algumas vezes por lá e caso vcs queiram, é só acessar pelo link

https://t.co/TpXNumhB6O",1
"Felizmente o ifood devolveu nosso dinheiro, a gente provou o lanche e ficamos HORAS arrotando gasoline kkkkkkkk foi a coisa mais estranha n faz sentido PQ TINHA GASOLINA NO LANCHE",0
meu deus eu só queria um ifood um lanchinho só isso,2
"@mirellaami o ifood é outro aplicativo, aqui é o twitter",1
"@anajgz_ Ana, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
"E gente esses dias atrás q pedimos um mc donalds pelo ifood e simplesmente veio com CHEIRO e GOSTO de gasolina (sim a gente provou), o cheiro era extremamente FORTE, parece q o motoboy virou gasolina no lanche todo, n se salvou uma batata, hambúrguer e bebida!!!",0
bora de qsmp sendo mimada pelas promoções do ifood https://t.co/ahTP3tLEp5,2
Obg iFood por ter a opção de fazer mercado no app! Eu odeio ter que ir ao mercado e amo só pedir pelo celular e receber 🫶🏽🫶🏽🫶🏽,2
"@johnjohnsouza @PiercarloMaia @otaviozar @CorrupcaoMemes Expectativa de lucro é o que move investimentos.

iFood teve um prejuízo de US$ 206 milhões em 2022.",1
extraño ifood y sus promociones😫,1
"@ForensicsPeter @PiercarloMaia @otaviozar @CorrupcaoMemes Quem investe em lucro passado? Se investe em expectativa de Lucro.

iFood teve um prejuízo de US$ 206 milhões em 2022.",1
"somente os funcionários do ifood da sede em osasco tem esses privilégios, enquanto os do resto do país se fodem e se matam de trabalhar",0
acabei de passar por um grupo de entregadores do ifood f1 mais grosso que o meu dedo. é por isso que nossos pedidos demoram entao,0
"Parado aí! 🚨

Não tá esquecendo de nada?

Tá na hora de pedir Pizza Now 🍕💛

Pede pelo iFood ou pelo app! 🛵

#pizzanow #pizza #pizzaria #pizzajp #massas #pizzalover #amopizza https://t.co/llxBGzyy1Y",1
Depois de uma longa espera percebi que não tinha feito o pix do meu pedido no ifood,1
@iFood 👀 https://t.co/9FGI60Uc4r,1
"@CamaradaJM1999 Joséf, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
"4 pila 25 salgadinho no iFood, eu e a Carol não perdemos essa kkkkkkkkk",2
"Fora que aqui pra mim vc meio que esquece o entretenimento tipo streaming e afins, esquece sair pra balada/barzinho, esquece de comer algo diferente no ifood ou fora de casa e esquece presentes de datas comemorativas.

Transporte vai variar mt pra onde vc vai. https://t.co/Qhmizve8rd",1
@iFood Desculpas não pagam meu hospital por intoxicação,0
"Procurar nesse ifood hj um copo da felicidade bem caprichado, com bastante chocolate",2
"@nobreskyy sim, não entendo o cálculo no ifood",1
"descobrir se eu escrever batata palha no iFood aparece tudo que tem batata palha nas opções, que mecanismo https://t.co/3otsdGPlbs",2
"@gleisom_barbosa Gleisom, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
@whoisbnly não chegou o ifood ainda nesse fim de mundo do rio caveiras,0
queria que do nada assim chegasse uns quitutes do ifood aqui em casa,1
"@MariaPa65471810 Maria, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
@johnny3l Poxa Jhonny sinto muito por isso. Te chamei na DM para lhe auxiliar!,0
@Brendsacr @vaidesmaiar 309 no mercado e o resto no iFood???,1
@gleisom_barbosa @iFood @proconspoficial esse é o procedimento? Palhaçada hein,0
@D_Catunda Olá poxa vamos lá na DM que irie lhe auxiliar!,0
@Yasmiin_silvaa6 pelo ifood o nome da lojinha é “delisgi bolos” e não passe vontade não rs 🤰🏼,1
@NevilynEduarda As vezes é só um ato de carinho desse que a gente precisa 🥹 https://t.co/osbgN7Q5Vj,2
a laura comprando um podrão no ifood p mim,2
slc quase caio num golpe e perco 15 leleus(promoção do ifood,0
"no, to triste demais
pedi um açaí no ifood e ele é ruim",0
@blueshakerato Esse cara não faz ideia de qnto se gasta numa compra de feira pq deve pedir iFood todo dia,0
@choquei chupo grelinho depois enfio meu penis,1
"Não aguento mais ser feita de besta pelo @iFood e @BurgerKing 
Na lista de restaurantes o frete aparece como grátis. Qdo vou finalizar o pedido o frete é cobrado. Não tem nenhuma sinalização d valor mínimo p/ frete grátis como as vezes aparece. O povo é feito de otari0 todo dia https://t.co/6jtpURmJQ2",0
@affonsosolano Ligou no ifood e pediu um cancelamento pra entrega imediata 😂,1
"@tigotech7 @pichauinfo @EconoMisterPRO @LinksBrazil @PaulBatistta @pcbuildwizard caraca que merda hein, Deveriam dar uma 4090  como troca de boa vontade pelo pessimo serviço !",0
@jhu_rr ifood,1
"Agora não consigo reabrir a reclamação pois consta como ""Atendimento Finalizado"" e não consigo nenhum contato telefônico. Ajuda aí @iFood!!",0
"4 meses de loja, 600 seguidores no insta e agr entramos pro ifood",1
"Um absurdo como o @ifood trata o cliente!!! Um descaso total, ja tentei ajuda no suporte do app, ninguem soluciona, tentei contato via dm no twitter e no instagram e nada! Não existe nenhum telefone de contato! Uma verdadeira sacanagem com o consumidor!",0
Promoção do ifood salvou um frango assado e 02 espetinhos de carne 🤤😂,2
@kassandratebet1 Vão começar a mandar os motoboy do ifood pra ficar batendo toda hora aí com lanche pra vcs pagar https://t.co/U847gwlbfF,1
"a pessoa manda mimo pelo iFood p mim pq é semana pre prova, sabe? É sobre os detalhes",2
Bk delivery é uma plataforma do ifood com entrega da Uber,1
"Cancelamento eles recusaram, eu falei pra eles o ocorrido e mesmo assim eles insistem pra eu continuar tentando fazer, sendo que no ifood aparece lá que a loja recusou o cancelamento pra eu entrar em contato com a loja. Sério @SubwayBrasil vamos melhorar esses treinamentos aí ein https://t.co/rVONLC5AFm",1
"Tem alguem nesse mundo que nao passe raiva com a @SubwayBrasil ? Gente, sério. Atendimento presencial péssimo. E pelo ifood horrível. Agora eles não organizam os cardápios, fiz o pedido, eles entram no chat, me pedem pra cancelar pq não tinha o sabor escolhido,  eu solicito o",1
@H1D3_M3 @CorrupcaoMemes Ifood é um app brasileiro KKKKKK,1
@nextlevelana me paga um ifood,1
@Juci_ep @ICLNoticias na verdade eu tava perguntando do motoboy da uber que fez o protesto silencioso diante do vídeo da funcionária do adm do ifood. Mas obrigada :),1
pedindo fini pelo ifood pq tô salivando por um azedinho,2
@4durick No ifood a gente paga a entrega pq com o boy temq ser diferente?,1
E EU ACHEI POR 30TAO NO IFOOD 😭,0
"meu mau é olhar um lanchinho em promoção no ifood e pensar ""hmmmm acho que mereço"" kkkkkkk mereço mesmo terminar de mobiliar minha casinha mas me falta vergonha na cara kkkkkkkkk",2
"@iFood Não adianta muita coisa, né? Mandar link para chamar no chat, sendo que já houve uma conversa no chat e a promessa de estorno, mas eu tenho que esperar _até dois meses_ para o dinheiro de um pedido que eu nunca recebi ser devolvido.",0
"De boas no escritório e me chamam na porta, era um ifood com mimo um bolinho da mariana perdono, aiai fico bobinha",2
@psiiicotica mais 50 centavos e voce aproveita uma promo do ifood,2
3 like aqui e eu peço ifood,2
"@KojocomK eh oq tinha pae, quiser me faz um pix q eu peco um ifood",1
"@LE70N7RD7 @Chief117Br @tio_gutho o cara perdeu o canal
a antiga conta do twitter
perdeu a conta da twitch
conta no ifood e no paypal
levou doxing junto com a familia

mas voce JURA DE PÉ JUNTO que o cara não foi censurado",1
"fui atender o interfone e simplesmente escutei ""ola, entrega de ifood pra isabela"" dai eu fiquei uerrrrr nao pedi nada

qnd vi era meu primo que nao vejo faz uns 4 anos 🥹😭😭🤍🤍",1
"@cugore Amigo eu não lembro o nome 😭, era pelo ifood, ate quando morava no jangadas eu pedia pq achava mt bom e o preço uma delicia apesar do frete ksks não sei se eles aumentaram",2
"@CRF_Anavii No Kian amiga, pede pelo ifood",2
"Cara... Resolvi pedir um doce no Ifood hj e o entregador nem saiu do lugar e mandou msg pedindo pra dar gorjeta, sendo q tem tava de entrega de 7,99 nessa loja.
Não sei como funciona quando tem taxa de entrega, mas po... eh tenso pedir sem nem sair do lugar!",0
Alô @iFood 👀 https://t.co/fLlZWAfmk8,1
@ajualencar Peço no Ifood com a opção de guardanapo extra,1
Queria um lanchinho diferente era só um cupom no iFood 🥹,2
@iFood Vocês me responderam no chat do app. Estão me orientando por la. Agradeço o retorno.,2
"@jfmands Olá! Pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
@Jnsales7 manda o pix do ifood pro docinho dela,1
"@wtfalineee Olá! Pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
"@Ju4nxl Juan, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
"@outra_fala @obrindependente Antigamente os escravos tbm trabalhavam tá, ngm tá falando de trabalho e s de condições de trabalho e melhorias pros entregadores que estão na chuva e no sol quente e nem todo mundo tem condição para trabalhar interno no ifood os caras mal tem 1 moto p trabalha prr sai da bolha",0
"Seu voto vale muuuito, RH! iFood Benefícios tá ON na categoria ""Benefícios Flexíveis"" no Top Of Mind de RH 2023, e seu voto pode garantir o nosso ouro!

👉 Vote aqui! https://t.co/ciAYENXql2 https://t.co/uvKR183r1w",1
"@DiambaConection Olá! Pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
"@Raikott @iFood Mas nem era besteira, era comida saudável. 🥺",2
"@queijoqualy Olá! Pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
@iFood @carrefourbrasil @proconspoficial Comprei uma boneca Baby Alive pelo @iFood no @carrefourbrasil  e entregaram COMIDA DE CACHORRO no lugar.,0
@nathy_veri IFood quando quiser 🤧,2
"@lela_xavier Lela, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
"@wholeal Ste, pedimos desculpas por isso. Poderia nos chamar na DM, por favor? Estamos à disposição para ajudar!",0
Vou pedi um hamburgue no ifood,2
eu com fome no ifood = pedi dois cachorro-quente e uma batata frita grande e só não pedi mais coisa pq o orçamento tá limitado!,2
Simplesmente a loja de açaí que eu gosto de pedir esquece quase todo dia de abrir a loja no ifood,0
@Noxing @CorrupcaoMemes kkkkk conheço gente que estudava de domingo a domingo sem parar e ta rodando uber e ifood ai. Não é sobre conhecimento. É sobre voce ter os contatos.,0
@fpcoliveira Sinto muito por isso! Te mandei mensagem no privado.,0
"Pedi um doce no ifood, veio mofado. A querida tá tentando me convencer que eu vou GANHAR outro sendo que eu paguei e não comi",0
@coitadice Ifood de vampiro,1
Acabaram de roubar a bicicleta do meu irmão no barra shopping ele trabalha no ifood quem puder compartilhar eu agradeço ele foi pegar o pedido no shopping quando voltou a bicicleta não estava lá e ele trancava a bicicleta na corrente e cadeado,0
ifood num tá funcioamdl https://t.co/8l3O74Xszk,0
@PrezunicOficial @iFood Mandei,1
@arthurmorellato @choquei Aí é porque você só pede Ifood haha,2
"@maribdemola @iFood Olá! Caso não haja solução diretamente com a empresa,  e resida no estado de SP, acesse https://t.co/8vrFpgBrNq , digitalize os documentos referentes ao problema e faça a reclamação.",0
"@jamillxportilho Neh quando eu acho q só presto pra comer e dormir, vem a insonia e não ter dinheiro pra ifood https://t.co/qAdGFiYhyO",1
"@martinabergallo Tem na mariante, bem perto da Osvaldo, um lugar que vende pros picolezeiros que vendem na rua… acho que tem no iFood esse lugar.",2
Isso vai ter repercussão né @ifood,1
@ninarockert @cigarrotwt omg bacciooo hiiii vem de promo no ifood,2
@luanapsol Deve ser o único escritório do ifood no país.,1
Fui olhar minha fatura desse mês e gastei 550 só com restaurante e ifood. Que isso gente https://t.co/DKoLUr07JE,2
"@obrindependente Ninguém está obrigando ele a trabalhar como motoboy.. 
Cada trabalho tem sua correria e responsabilidade.
Não está satisfeito entrega currículo na sede.
Vamos parar de mínimo e vamos produzir .
Graças ao Ifood , Uber e outros tem muita gente podendo trabalhar.",2
"@heloirie Oi Helo!! Caso não tenha funcionado, entrar no site do suporte. https://t.co/H1a31VKHFV https://t.co/Np8dWQfwlN",1
"A porra dessa vizinha todo dia queima alguma comida e fica um cheiro insuportável aqui em casa, sabe pedir ifood não porra?",2
"@HenningCzw @luanapsol Simples mesmo, Ifood explora as pessoas, as empresas e vicia os clientes, por que você não entendeu até agora? https://t.co/XNVprlqPoK",0
"amo a livia, mt humilde me emprestou o numero do zap zap dela pra mim comer um ifood",2
ganhei um cartao do ifood de 80 reais da diretora aqui da empresa pq um cliente me elogiou https://t.co/M3k4gJ6CvF,2
28 reais um copo de chocolate quente vegano no ifood isso sem a entrega tem que ter coragem pra fazer isso ou não né se tem disponível é porque tem gente que compra acho que o problema real é eu não ter dinheiro mas nossa vai se fuder heim nem assim que absurdo,0
@rebeccaatriste pedi no ifood dos eu vejo e te falo,2
@F22440748 ifood lixo https://t.co/AYzIeCy4Uu,0
@IdealismoHD Mas tinha mesmo gente paga pelo ifood.,2
mano a galera sabe que não existe esse negócio de ifcod Santarém tendo em vista que o ifood não é uma franquia ?,1
@gilvannav @iFood Que absurdo! Tem gente que avacalha as coisas.,0
RIP Clube Ifood,0
"@heloirie Desculpe se não consegui atender suas expectativas, caso tenha algum outro problema, só falar ;)",1
"@etaccqous @iFood Tirei, reclamei e a porcaria da loja n respondeu o ifood, então n conseguiram me mandar um novo pedido; pelo menos consegui o reembolso.",0
@larissatd7 Malador do ifood e kkk,1
"@iFood simplesmente me obrigando a pagar um pedido que não recebi. como se não bastasse ter ficado sem jantar no domingo, nenhum atendente me atende direito e não respondem o pedido de reembolso",0
Amigo @HerthonDaNanda vamos arrumar um emprego no iFood ?,2
"@lxumch Mas pior que é assim msm se tu comprar pouco no ifood eles regam de cupom, agr se começar a compra direto, esquece arruma nada",0
"@Noxing @CorrupcaoMemes Provavelmente o motoca. 

Se vc visse o quanto tem de engenheiro e advogado trabalhando de uber e ifood no Brasil, ficaria espantado.",0
NOSSA fiz muito a boa pedi salgadinho frito na hora no ifood pqp bom demais ainda veio com maionese caseira e coquinha,2
Usando o Apple Pay no iFood como se a Apple fosse pagar meu lanche...,1
me estressei tanto q tô precisando de um doce e nem dinheiro na conta tenho pra pedir um ifood,2
"tu passa hrs trabalhando c fome, pede o ifood, você escolhe um lugar novo, ele demora mais algumas horas e... a comida vem ruim",0
Pior que cozinhar e fazer comidinhas gostosas tá me ajudando a me alimentar melhor e gastar menos grana em Ifood,1
"@otaviozar @CorrupcaoMemes Se o ifood fosse o Brasil, o povo do escritório seriam os políticos, e os entregadores seriam o povo.",1
Era só uma promoção de açaí no ifood,2
"@heloirie Oi helo, vi que pediu um cupom? Rsrsrs
Te mandei uma surpresinha na DM!
Bjoo",1
"esse widget do ifood foi a melhor coisa que já inventaram, sério! https://t.co/QAbmfiVWtX",2
"O fato que eu ainda não comi nada hoje o dia inteiro pq tô esperando o ifood entregar minha comida 

(A ponto de um desmaio",0
"@iFood o motoboy chegou na minha casa sem o pedido dizendo que outro motoboy retirou k pedido antes. Ou seja, está por ai só Deus sabe onde. E NINGUÉM ME RESPONDE NESSE APP",0
"ai, comprei um pedaço de torta no ifood por 1 real... nunca  fui triste",2
"@rafaelcolarees @UserMoni_ @centralreality Mas o ifood fazia uma ação por semana, nesse toda segunda e terça tinha ação. Ela falar que passou fome eh demais",2
da p ficar devendo no ifood?,1
"@del_brunolima Claro, compra arroz, pão, margarina, se vira na semana e iFood no sabadão.",2
"@del_brunolima Com R$ 18,50 por dia, dá tranquilo para viver até de iFood.",2
"Aliás, um salve pro Ifood que não aceitou meu cadastro até hj pra eu fazer umas entregas",0
@gilvannav @iFood Reclama mesmo. Tirou foto? Direito do consumidor existe pra isso. https://t.co/5N9e8oJkO9,0
Meu dinheiro indo embora só pelo Ifood 😭,2
"@iwbzktkzq @choquei né kkk
só pode
esse  ai deve gastar 300 só num pedido do ifood",2
Agradecimento ao ifood que me proporcional um almoço por 5 reais hoje,2
@limanny0 foi qnt amg? ifood eh empresa grande tem q cobrar caro,1
"conversei com o entregador do ifood que viralizou. por motivos óbvios, ele prefere não se identificar por completo e pede pra não expor a imagem da mulher cujo vídeo ele reage. realmente, não precisa de palavras. tá desenhado!  

https://t.co/Ffqq0C6kSL",1
eu e gustavo n podemos ver uma promoção no ifood e tamo comprando comida,2
quero um ifood,1
"@_naldsonn Ano passado clonaram meu cartão e eu só tinha no site do sócio… BRONCA GRANDE, ASSIM Q PASSARAM O PRIMEIRO IFOOD CONSEGUI BLOQUEAR.",1
Comentei que estava com dor de cabeça e tpm! Do nada chegou uma entrega do ifood com um monte de brownie e chocolate!! 🥰🥰🥰🥰🥰,2
"@CorujaCarvalho De um lado alguém que estudou pra estar lá 
Do outro um que não quis estudar e agora tá de mimimi pq não tem mordomia no trabalho 

Quem tá chamado ruim que crie o proproio Ifood
Se ela está lá foi pq mereceu",1
"a pessoa deve comprar só as marcas mais caras e sei la, viver de ifood, pq pra quem mora sozinho se comer o normal arroz feijao etc n chega a isso nunca povo maluco, ai vai ver café da manhã é doritos",1
vale a pena experimentar os cupons do ifood por 30 dias grátis?,1
Hoje tive uma experiência ruim com o ifood. Apareceu uma notificação do rappi fazendo propaganda. Coincidência? Sim. People tend to believe all sort of crap stemming from confirmation bias,0
"@brum_jenifer Eu já fiz um pedido no ifood, dormi e esqueci kkkkkk",1
@OriginalEuMermo Ifood po,1
@xrmfps aqui em casa da uns 800 por pessoa. isso sem contar lanches/ifood etc,1
nunca fiquei tão triste que tá tendo promoção do mc no ifood e to sem dinheiro pra comprar a,1
"todo santo dia catando no iFood desesperadamente um docinho e não encontrando nada, eu vo morre 😭",0
abri meu ifood (tinder,1
"e eu que fiz um pedido no ifood e lá na loja confundiram todos os pedidos e veio parar na minha casa uma caixa com 100 salgados
daí eu conversei com a moça e do nada ela “então vc pode ficar com essa caixa cortesia pelo erro” https://t.co/ySNUYv40Yh",2
"Queria muito um copo da felicidade, mas no iFood é um absurdo o valor!",0
"Essas promoção de 1,00 no ifood aparece pra todo mundo menos pra mim",0
"@choquei Isso pq ele deve utilizar o Ifood para comprar as principais refeições (café, almoço e janta) e o supermercado é só o ""lanchinho"" kkkkkkk",1
"ontem com minha tia, pegamos um cupom no ifood, compramos 45 reais de coxinha e pagamos 18,50 hehe e deu 15 coxinhas",2
"consegui abrir a conta no app que me enviaram, ganhei 100 reais pra gastar na shein, ifood ou mercado livre kkkkk
asmeiii",1
não tenho sorte com ifood meu deus…,0
@Catapimbaswise Eu eu na msm o ifood ja cancelou minha costelinha 😭😭😭,0
Um fato triste de morar em interior é que não tem ifood 😥,0
@habibsoficial espero primeiro meu dinheiro de volta. Segundo que tome alguma atitude com a loja citada ...@iFood aguardo um retorno e @proconspoficial ajuda para mover uma ação contra tanta incompetência.,0
"Eu quero economizar dinheiro, aí chega uma notificação do ifood com promoção de lanche...se vai o dinheiro guardado",2
"ganhei um voucher de 100,00 no ifood aí meu plano alimentar 🥹🥹🥹",2
"@iza_sssofredora oxe, Ifood leva em todo lugar",1
"@alelobrasil Estou com o mesmo problema, não consigo fazer compras pelo iFood",0
"Adoro quando o Ifood tem promoções que os lanches sai por 0,99 e tem combos de 4,99 ❤️",2
Pq que eu fui inventar de baixar Ifood?? Gastando meu dinheirinho só com comida na faculdade 😒,1
@thisturizo o ifood amarelo dos gays ne,1
tomei medidas drásticas em relação a minha vida financeira (desinstalei o ifood,1
"o @iFood começou vendendo cupons de 10 reais pra usar em todos os restaurantes, mas aí vantagem demais pra nós, mudou. Depois veio os de 10 reais só pra pedidos com coca, mas ainda era vantagem demais. Depois acabou os de 10 e começou os de 25%, mas ainda era vantagem pra nós",2
pq nao tem os sushi vegano da maria no ifood de jf :(,0
Ifood pague R$24.00 de entrega pra comer um cone de R$13.00. Povo tá sem noção mesmo.,0
"@ThiHofmeister bá mano, nem me fala... Eu preciso reduzir também, gasto muito com uber e ifood kkkkk",1
boa noite vendo the office e bolando um beck esperando meu ifood quero mais nada,2
"Tenho que parar de pedir ifood. TODA VEZ o pedido vem errado. Poxa, sabe???",0
@Andreyzsu @emszly Ifood existe,1
"Depois de ter dormido no meio do trabalho. Ter ficado até mais tarde pra compensar.  O gás resolve acabar. E eu não faço ideia de como trocar essa coisa, mas o espírito do Ifood hoje não me pega",1
@clarappe tenho a banheira salvo no ifood até hoje,1
Um like e eu explodo um ifood,1
"Desci pegar o iFood e o motoboy tava com a namorada junto, quase não abri achando que era assalto",1
"Vc ter depressão e dinheiro é uma desgraça, só tô comendo besteira pq tô deprimida demais pra cozinhar e acabo pedindo ifood 💀",1
Fiquei 1h assistido um guri pedindo shushi e hambúrguer pelo ifood hahaha🤡,1
Pedi comida no ifood e to tremendo de vontade de comer ela,2
@proconspoficial como agir no como q estou relatando aqui pedido pelo @iFood no @habibsoficial não foi entrega mais de 2hs de espera. Pagamento via Pix a regra diz devolução na hora. Não veio pedido. Não foi feito estorno. Podem me ajudar,0
Esqueci que tenho dinheiro no iFood kk vou matar minha vontade de tomar um açaí 🥰,2
@dustxclears puta merda cancela o ifood,0
@AnaRigollet se tivesse chamado a 40 min eu não teria pedido ifood e iria,1
"Doida por um lanche do ifood, tô quase pedindo em vez de chegar em cs e jantar 😩",2
"Essa meliante fugiu quando fui pegar um ifood, só conseguiu subir um andar e deitou no tapete de uma porta da vizinha e ficou chorando lá… aí a vizinha veio tocar aqui pra eu ir buscar a linda, boa noite https://t.co/bJhHsZ7mu0",1
"fiz um pedido no ifood, paguei e o app da caixa simplesmente NÃO FINALIZA A TRANSAÇÃO!!!! alô @Caixa eu tô com fome e com fome eu cometo loucuras!!!!! https://t.co/uZpxG8K4B7",0
@kellyinguica Tá carooo. Esse iFood tá foda.,0
@simpraisa Pablo Mari e Rodlindo. Andreas Ifood de ku é rola.,0
"Namoral, eu queria muito conseguir cadastrar meu ticket alimentação no ifood",0
"O conge 12h : se a gente economizar direitinho, diminuir Ifood acho q dá pra gente fazer uma viagem internacional por ano
Eu as 20h: QUERO PIZZA",1
Horrível !!!! Não acredito que gastei meu cupom no iFood de 25 reais com isso,0
"Que milagre é esse que sobrou 28 reais no meu alelo, o foda é q da a ilusão de q da pra comprar algo bom no ifood...",0
"Ta liberado no Ifood, rapaziade. https://t.co/STqyIPUmID",1
eu pedindo 3 garrafas d’água junto com o açaí que eu pedi no ifood pra não ter que ir no supermercado nem na padaria que são os dois na rua de trás da minha casa,2
Depois de 2h e15m alguém entra no chat falando q.vao estornar e nada. Que vergonha @habibsoficial @iFood um ótimo processo poderemos ter pela frente. A regra diz.pix o estorno é.imediato e nada. Ótimo nunca mais @habibsoficial e @iFood desinstalando o app pela falta de ajuda,0
Novidade máxima do meu dia @iFood me seguiu aqui no passarinho 🤭,1
"Type: SELL
Amount: 200
Currency: BRL 🇧🇷
Payment method: iFood Gift Card 
Premium: 5.0%
Price: 147,490
LINK: https://t.co/g7Tf6AcchD
LINK (TOR): https://t.co/nkQLeusao6",1
"@0iSakura Nunca sentou no comando de uma moto e quer proibir corredor. Mas a comidinha do iFood que demora 40 minutos pra chegar, nooosssaaaaaa 🤡🤡🤡 geração Z 🍷",1
"@iFood Oi Ifood, claro",1
só queria um ifood hoje bomm,2
a 25 pila obg pelos mimos ifood,2
pesquisando sopa no ifood,1
"pedi um ifood e começou a chover

EU SOU UM MONSTRO 😭😭😭",1
"quase um mês que eu não peço nada no ifood, evolução",1
"#REPOST @loja_deliciasdaro

Acesse o link na bio e faça seu pedido no iFood.
Telefone 54 98402-1606 ou link direto no iFood https://t.co/8xuyXLn47C
#CaxiasdoSul #caxiasdosulserragaucha #caxiasdosulrsbrasil #caxiasdosul_rs #caxiasdosulrestaurante #NinhoDoAmor https://t.co/M04jZKlpP7",1
"#REPOST @loja_deliciasdaro

Acesse o link na bio e faça seu pedido no iFood.
Telefone 54 98402-1606 ou link direto no iFood https://t.co/8xuyXLn47C
#CaxiasdoSul #caxiasdosulserragaucha #caxiasdosulrsbrasil #caxiasdosul_rs #caxiasdosulrestaurante #NinhoDoAmor https://t.co/nku9dPW3NW",1
acho muito lindo quando vou editar o endereço do ifood e encontro a casa dos meus amigos no histórico,1
"Minha namorada também não tá conseguindooo! E agora? Pedi um ifood, o pix não caiu e se for efetivado depois FUDEU! Porque o app cancelou o pedido",0
"Quando o cara do Ifood grita:

BAN    KAI!!!!!",1
"ganhei um voucher de 50 reais hoje pra usar no Ifood, só pq to de dieta essas coisas me aparecem..",2
"Quero comer algo diferente, já procurei tudo no ifood é nada me agradou",0
Muito bom @habibsoficial aí meu pedido não chega. Não consigo cancelar. E agora fala que a porra da Tia eda atende somente até às 19:59.  E aí fico eu com fome. Pq meu pedido foi feito não chegou e ninguém resolve boa @iFood,0
"Pedi pelo Ifood um x burguer com batata frita no valor de 5 reais. Fiquei com medo, mais chegou e é muito bom 😋",2
@iFood @chefdangalhardo Que loucura chefe,1
o ifood ta de palhaçada,0
"e ainda paguei 4,50 num açaí no ifood",2
@L_nando_barbosa Ifood não chega aqui 😭😭😭,0
"@freitasdigital_ @iFood @iFoodNewsBrasil Puxa, pedimos desculpas.
Faz assim chama na DM, vamos verificar!😉",0
"Pedi esfiha de aniversário e a entrega tá atrasada 
ifood eu já tô triste o suficiente hoje",0
ifood hmmm gostoso demais,2
Quando foi que as coisas no ifood ficaram tão caras assim?,0
como que pode Rio Grande do Sul no inverno e não tem UM restaurante pra me entregar uma sopa de capeletti no ifood,0
alguém com conta de Ifood boa????,0
Comprei um dogao mais batata mais refri e brownie por apenas 20 conto obrigado ifood ! Cleitus o nome do restaurante para quem quiser,2
Amo quando o iFood põe essas promoções de 1 real,2
Ifood aceita ticket alimentação? 😭,1
Hoje eu consegui resistir a tentação de pedir ifood que orgulho de mim,1
@iFood @habibsoficial @iFoodNewsBrasil como resolver 2hs e sem pedido. Sem atenderem chamado. 2hs completas sem um contato com loja ou app.... Péssimo https://t.co/huhnEtS0rw,0
@loud_tuyz vou te mandar um ifood aí,1
eu tenho mt mania de ficar olhando coisa p comprar no ifood e sem ter uma merréca kkkkkkkkkkkkkk,2
"@CartoonFoda @BennBeckmanofc Ele vai aparecer no momento que o Sanji mais precisar, carregando uma bolsa do ifood cheia de ingredientes.",1
ele me perguntou se o nosso fornecedor nao podia ser o ifood e se um salario mínimo pra eles ta bom,1
Como é uma porra morar numa cidade q n tem ifood,0
chuvinha boa pra fazer um Ifood e botar motoboy pra trabalahar 😋🤤,1
Preciso me libertar do iFood.,1
@binacaro_ deus abençoe ansiosa pra gastar o vr da falecida firma no ifood,2
Nem cancelar consigo e aí @habibsoficial pedido nada. Meu dinheiro de volta nada. Como vamos resolver @iFood https://t.co/baLWhBBNDf,0
"@isaceccarelli pelo menos vc pode pedir no IFood 

😭😭😭😭",1
"Felicidade do dia: comprar uma pizza por 16,00 valeu pelo cupom ifood",2
"Não tem uma promoção boa nesse ifood, Af🙄",0
depois q a nutri passar minha dieta nunca mais o ifood vai ver a cor do meu dinheiro,1
